,_ID,TimeSt,Country,Province,City,Latitude,Longitude,distance_nearest,nearest_poi
3993,4715370,2017-06-21 22:12:45.417,CA,ON,Scarborough,43.7503,-79.3006,6.00191372197377,POI3
3994,4715469,2017-06-21 17:12:45.433,CA,AB,Canmore,51.08565,-115.35705,3.091272792741687,POI1
3995,4715563,2017-06-21 17:12:45.597,CA,ON,Burlington,43.3354,-79.8577,6.660689463517792,POI3
3996,4715657,2017-06-21 08:12:45.633,CA,ON,Ottawa,45.4298,-75.6931,2.1290572737756515,POI3
3997,4715753,2017-06-21 21:12:47.070,CA,QC,Saint-Laurent,45.50372,-73.68478,0.12009879190483551,POI3
3998,4715811,2017-06-21 04:12:45.447,CA,ON,Burlington,43.3656,-79.81132,6.606979883158185,POI3
3999,4715829,2017-06-21 10:12:48.267,CA,ON,Mississauga,43.5738,-79.7193,6.4542112876336075,POI3
4000,4715838,2017-06-21 21:12:48.300,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
4001,4715859,2017-06-21 21:12:48.523,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
4002,4715930,2017-06-21 06:12:45.480,CA,QC,Montréal,45.4934,-73.5837,0.0333064170543693,POI3
4003,4715979,2017-06-21 19:12:45.497,CA,ON,Barrie,44.3303,-79.7268,6.274904438190034,POI3
4004,4715995,2017-06-21 09:12:45.657,CA,ON,Brockville,44.617,-75.7036,2.321117141252673,POI3
4005,4716069,2017-06-21 21:12:48.190,CA,AB,Edmonton,53.439530000000005,-113.4496,0.11259269836450375,POI1
4006,4716121,2017-06-21 05:12:48.930,CA,ON,Toronto,43.66747,-79.38880999999999,6.110870838029299,POI3
4007,4716164,2017-06-21 15:12:50.613,CA,AB,Red Deer,52.3116,-113.842,1.2849440222223718,POI1
4008,4716177,2017-06-21 17:12:51.073,CA,ON,Etobicoke,43.6879,-79.557,6.265329638416246,POI3
4009,4716233,2017-06-21 18:12:51.090,CA,AB,Edmonton,53.5923,-113.49178,0.04652749515071433,POI1
4010,4716324,2017-06-21 20:12:51.123,CA,BC,Saanich,48.469,-123.342,11.08709178317943,POI1
4011,4716388,2017-06-21 00:12:51.793,CA,BC,Richmond,49.1423,-123.1569,10.626640878153584,POI1
4012,4716407,2017-06-21 06:12:52.100,CA,AB,Beaumont,53.432759999999995,-113.43938999999999,0.12251087292564643,POI1
4013,4716463,2017-06-21 01:12:50.087,CA,QC,Montréal,45.52791,-73.71184000000001,0.14595121382504192,POI3
4014,4716504,2017-06-21 00:12:51.503,CA,AB,Edmonton,53.5185,-113.6579,0.17437486758416945,POI1
4015,4716521,2017-06-21 10:12:51.853,CA,AB,Edmonton,53.5377,-113.686,0.20044490725633243,POI1
4016,4716611,2017-06-21 21:12:53.433,CA,AB,Calgary,51.03297,-113.98352,2.5620206990976904,POI1
4017,4716706,2017-06-21 17:12:54.600,CA,QC,Saint-Eustache,45.5656,-73.9135,0.3502470833811479,POI3
4019,4716844,2017-06-21 01:12:51.317,CA,AB,Edmonton,53.55356,-113.50282,0.01861686990338671,POI1
4021,4716916,2017-06-21 20:12:51.400,CA,ON,Scarborough,43.7262,-79.232,5.943639400789469,POI3
4022,4716963,2017-06-21 03:12:51.723,CA,AB,Edmonton,53.44144,-113.43615,0.1158719879220247,POI1
4023,4716979,2017-06-21 03:12:53.950,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4024,4717029,2017-06-21 22:12:50.680,CA,ON,Guelph,43.5215,-80.2338,6.961303958513593,POI3
4025,4717093,2017-06-21 08:12:51.987,CA,AB,Beaumont,53.432759999999995,-113.43938999999999,0.12251087292564643,POI1
4026,4717148,2017-06-21 12:12:51.250,CA,AB,Edmonton,53.6288,-113.476,0.08320434751261024,POI1
4027,4717199,2017-06-21 17:12:52.147,CA,AB,Edmonton,53.4779,-113.5381,0.08603825454412692,POI1
4028,4717218,2017-06-21 06:12:53.630,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4029,4717282,2017-06-21 20:12:55.183,CA,AB,Calgary,51.0378,-114.065,2.5743842186909522,POI1
4030,4717292,2017-06-21 21:12:55.393,CA,BC,Richmond,49.165420000000005,-123.12659,10.589478206726936,POI1
4031,4717337,2017-06-21 18:12:55.617,CA,MB,Winnipeg,49.926,-97.06685999999999,16.8132397989134,POI1
4032,4717407,2017-06-21 22:12:55.787,CA,QC,Charlemagne,45.7643,-73.5036,0.25057128729565126,POI3
4033,4717500,2017-06-21 09:12:55.003,CA,AB,Calgary,51.053,-114.161,2.582995520833326,POI1
4034,4717553,2017-06-21 01:12:55.557,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
4035,4717644,2017-06-21 07:12:56.997,CA,AB,Edmonton,53.4104,-113.517,0.13932064113044987,POI1
4036,4717691,2017-06-21 03:12:55.193,CA,AB,Edmonton,53.55141,-113.4916,0.007867592071269145,POI1
4037,4717726,2017-06-21 01:12:59.027,CA,ON,Ottawa,45.444,-75.693,2.12839215517653,POI3
4038,4717807,2017-06-21 14:13:03.037,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
4039,4717883,2017-06-21 05:13:03.523,CA,ON,Toronto,43.71171,-79.46788000000001,6.173144339094714,POI3
4040,4717971,2017-06-21 17:13:00.210,CA,AB,Edmonton,53.57741,-113.54728,0.06902199044506672,POI1
4041,4718006,2017-06-21 06:13:01.007,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
4042,4718042,2017-06-21 21:13:04.303,CA,AB,Red Deer,52.2651,-113.794,1.3176344657168815,POI1
4043,4718094,2017-06-21 08:13:01.007,CA,QC,Laval,45.6409,-73.7542,0.22279088495044092,POI3
4044,4718126,2017-06-21 03:13:03.567,CA,ON,Windsor,42.2962,-83.018,9.987153875785484,POI3
4045,4718207,2017-06-21 02:13:04.617,CA,AB,Calgary,51.0524,-114.038,2.5541870693128597,POI1
4046,4718254,2017-06-21 05:13:05.050,CA,ON,Maple,43.8514,-79.5067,6.171004476535157,POI3
4047,4718290,2017-06-21 02:13:04.763,CA,ON,Kitchener,43.391,-80.441,7.197560346132365,POI3
4048,4718306,2017-06-21 02:13:05.087,CA,ON,Mississauga,43.5771,-79.6306,6.368694928446252,POI3
4049,4718357,2017-06-21 06:13:05.293,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
4050,4718427,2017-06-21 16:13:06.390,CA,AB,Edmonton,53.6231,-113.5117,0.08119679578037144,POI1
4052,4718521,2017-06-21 11:13:06.900,CA,ON,Mississauga,43.697,-79.65,6.351695439504091,POI3
4053,4718565,2017-06-21 09:13:07.427,CA,AB,Edmonton,53.4104,-113.517,0.13932064113044987,POI1
4054,4718613,2017-06-21 07:13:05.070,CA,ON,Cambridge,43.3842,-80.2968,7.062007384038695,POI3
4056,4718692,2017-06-21 01:13:05.160,CA,AB,Calgary,50.8476,-114.1958,2.790422473003867,POI1
4057,4718790,2017-06-21 06:13:06.203,CA,AB,Calgary,50.9632,-114.082,2.6508963891191604,POI1
4058,4718848,2017-06-21 04:13:07.117,CA,AB,Edmonton,53.55,-113.5,0.01477195467768982,POI1
4059,4718923,2017-06-21 08:13:09.297,CA,AB,St Albert,53.6299,-113.5885,0.1325596697528958,POI1
4060,4719003,2017-06-21 07:13:06.373,CA,AB,Calgary,51.1581,-113.938,2.4305161038851453,POI1
4061,4719089,2017-06-21 14:13:06.623,CA,AB,Edmonton,53.51728000000001,-113.51148,0.03869515841807282,POI1
4062,4719180,2017-06-21 06:13:07.060,CA,ON,Kitchener,43.4381,-80.5099,7.249724615267606,POI3
4063,4719244,2017-06-21 04:13:08.827,CA,QC,Montréal,45.53327,-73.68156,0.11612097216696671,POI3
4064,4719322,2017-06-21 00:13:09.940,CA,QC,Sainte-Foy,46.7823,-71.2882,2.6034157457496074,POI3
4065,4719356,2017-06-21 15:13:10.230,CA,AB,Calgary,51.1141,-114.1624,2.5244458338504736,POI1
4066,4719384,2017-06-21 07:13:10.630,CA,ON,Toronto,43.7264,-79.3978,6.101840581055609,POI3
4067,4719472,2017-06-21 17:13:06.263,CA,MB,Winnipeg,49.9604,-97.2095,16.666538878874793,POI1
4068,4719497,2017-06-21 17:13:06.380,CA,QC,Montréal,45.4934,-73.5837,0.0333064170543693,POI3
4069,4719526,2017-06-21 12:13:10.237,CA,AB,Calgary,51.0658,-114.38526,2.638440349783371,POI1
4071,4719619,2017-06-21 14:13:10.403,CA,AB,Calgary,51.0543,-113.9431,2.5334926097474657,POI1
4072,4719684,2017-06-21 05:13:10.700,CA,AB,Calgary,51.05955,-113.97508,2.534309296910109,POI1
4074,4719867,2017-06-21 22:13:07.120,CA,BC,Richmond,49.165420000000005,-123.12659,10.589478206726936,POI1
4075,4719943,2017-06-21 15:13:10.277,CA,ON,Barrie,44.3303,-79.7268,6.274904438190034,POI3
4076,4719974,2017-06-21 03:13:10.707,CA,AB,Edmonton,55.71175,-112.18073999999999,2.5283906086530714,POI1
4077,4720047,2017-06-21 19:13:11.290,CA,AB,Calgary,51.0081,-114.073,2.6051229244020346,POI1
4078,4720128,2017-06-21 14:13:10.280,CA,AB,Calgary,51.0381,-114.118,2.5865344326424506,POI1
4079,4720145,2017-06-21 11:13:10.343,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
4080,4720191,2017-06-21 06:13:10.663,CA,AB,Calgary,51.04745,-114.1805,2.593508519524278,POI1
4081,4720281,2017-06-21 02:13:11.817,CA,AB,Edmonton,53.4829,-113.499,0.06464286538358337,POI1
4082,4720342,2017-06-21 05:13:12.390,CA,AB,Calgary,51.0329,-113.98358999999999,2.562102966319858,POI1
4083,4720375,2017-06-21 00:13:12.750,CA,AB,Sherwood Park,53.5167,-113.3167,0.17158320793423756,POI1
4084,4720441,2017-06-21 00:13:10.193,CA,AB,Calgary,51.1414,-114.076,2.4761498894543954,POI1
4085,4720499,2017-06-21 02:13:10.273,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
4087,4720600,2017-06-21 10:13:10.720,CA,ON,Saint Catharines,43.1941,-79.2525,6.144379589870484,POI3
4088,4720680,2017-06-21 11:13:11.477,CA,QC,Laval,45.5501,-73.8688,0.30411166373060533,POI3
4090,4720794,2017-06-21 03:13:11.973,CA,ON,Kitchener,43.4381,-80.5099,7.249724615267606,POI3
4091,4720822,2017-06-21 05:13:13.990,CA,AB,Calgary,51.0242,-114.1004,2.5957911781661096,POI1
4092,4720850,2017-06-21 01:13:15.500,CA,AB,Calgary,50.87401,-113.98432,2.718273538856055,POI1
4093,4720903,2017-06-21 18:13:15.567,CA,AB,Calgary,50.87401,-113.98432,2.718273538856055,POI1
4094,4720932,2017-06-21 05:13:11.357,CA,AB,Calgary,51.0494,-113.9564,2.540742398560905,POI1
4095,4720993,2017-06-21 08:13:12.220,CA,NS,North Sydney,46.2086,-60.2603,3.130996258851331,POI4
4096,4721056,2017-06-21 11:13:11.353,CA,AB,Calgary,51.0494,-113.9564,2.540742398560905,POI1
4097,4721078,2017-06-21 15:13:11.973,CA,BC,Richmond,49.165420000000005,-123.12659,10.589478206726936,POI1
4098,4721088,2017-06-21 22:13:14.150,CA,ON,Cornwall,45.027029999999996,-74.69553,1.2330498671331243,POI3
4099,4721094,2017-06-21 02:13:16.067,CA,QC,Montréal,45.5096,-73.5592,0.013829816231602116,POI3
4101,4721236,2017-06-21 04:13:18.873,CA,ON,Kitchener,43.4397,-80.434,7.17659548097961,POI3
4103,4721379,2017-06-21 18:13:15.953,CA,BC,Coquitlam,49.282,-122.797,10.241230137373384,POI1
4104,4721462,2017-06-21 22:13:20.557,CA,AB,Red Deer,52.2694,-113.769,1.307812524425812,POI1
4105,4721526,2017-06-21 05:13:18.907,CA,ON,Fort Erie,42.9052,-78.9365,5.973919415142537,POI3
4106,4721550,2017-06-21 18:13:19.207,CA,AB,Spruce Grove,53.402,-113.83134,0.37446980001729585,POI1
4107,4721565,2017-06-21 04:13:19.983,CA,ON,Golden Lake,45.6278,-77.339,3.774469522703422,POI3
4108,4721633,2017-06-21 17:13:21.540,CA,ON,Toronto,43.6606,-79.4635,6.184145220595726,POI3
4109,4721653,2017-06-21 05:13:25.543,CA,AB,Red Deer,52.2694,-113.769,1.307812524425812,POI1
4110,4721703,2017-06-21 07:13:25.750,CA,AB,Calgary,51.08205,-113.95841000000001,2.5090426841058355,POI1
4111,4721779,2017-06-21 01:13:21.463,CA,ON,Newmarket,44.0587,-79.4591,6.071944169771085,POI3
4112,4721823,2017-06-21 08:13:25.320,CA,ON,Waterloo,43.4678,-80.584,7.312332097068421,POI3
4113,4721826,2017-06-21 02:13:25.403,CA,AB,Calgary,51.0876,-114.0214,2.516245170297402,POI1
4114,4721922,2017-06-21 11:13:25.507,CA,AB,Calgary,51.067440000000005,-114.1267,2.56025876693841,POI1
4115,4722015,2017-06-21 11:13:25.780,CA,QC,Lévis,46.8251,-71.149,2.7460957129016816,POI3
4116,4722044,2017-06-21 18:13:21.697,CA,AB,Edmonton,53.5129,-113.623,0.1412396829683473,POI1
4117,4722059,2017-06-21 19:13:25.470,CA,AB,Calgary,51.1572,-114.14658999999999,2.478687955315267,POI1
4118,4722111,2017-06-21 16:13:25.570,CA,AB,Lethbridge,49.6836,-112.834,3.9171649232889147,POI1
4119,4722139,2017-06-21 16:13:25.680,CA,QC,Lévis,46.8251,-71.149,2.7460957129016816,POI3
4121,4722230,2017-06-21 17:13:20.947,CA,AB,Edmonton,53.6313,-113.5245,0.0935437354663554,POI1
4122,4722297,2017-06-21 20:13:21.680,CA,SK,Regina,50.4371,-104.59411,9.419515644016158,POI1
4123,4722370,2017-06-21 22:13:25.367,CA,QC,Lévis,46.8251,-71.149,2.7460957129016816,POI3
4124,4722456,2017-06-21 02:13:25.440,CA,ON,Mississauga,43.591029999999996,-79.57278000000001,6.309384291857417,POI3
4126,4722617,2017-06-21 14:13:25.553,CA,AB,Lethbridge,49.6836,-112.834,3.9171649232889147,POI1
4127,4722637,2017-06-21 05:13:25.993,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
4128,4722675,2017-06-21 01:13:26.310,CA,AB,Edmonton,54.9552,-112.3693,1.7977204653240753,POI1
4129,4722737,2017-06-21 05:13:21.550,CA,ON,Unionville,43.8605,-79.1618,5.837127598127095,POI3
4130,4722753,2017-06-21 05:13:23.760,CA,QC,Montréal,45.49577,-73.55319,0.028868658385865324,POI3
4131,4722818,2017-06-21 17:13:25.377,CA,AB,Airdrie,51.2889,-114.015,2.3184858869626574,POI1
4132,4722877,2017-06-21 08:13:25.470,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
4133,4722882,2017-06-21 10:13:25.610,CA,AB,Calgary,51.09632,-114.08046999999999,2.5210040129093425,POI1
4134,4722971,2017-06-21 18:13:26.113,CA,AB,Calgary,50.97258,-114.08328,2.642046795324604,POI1
4135,4723036,2017-06-21 22:13:26.920,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4136,4723047,2017-06-21 21:13:26.157,CA,AB,Calgary,51.0081,-114.073,2.6051229244020346,POI1
4138,4723185,2017-06-21 13:13:26.060,CA,AB,Calgary,51.0081,-114.073,2.6051229244020346,POI1
4140,4723277,2017-06-21 14:13:26.703,CA,ON,Newmarket,44.0587,-79.4591,6.071944169771085,POI3
4141,4723336,2017-06-21 04:13:27.673,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
4142,4723406,2017-06-21 14:13:26.527,CA,AB,Calgary,51.0915,-114.2073,2.5585244914295813,POI1
4143,4723449,2017-06-21 13:13:27.257,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4144,4723542,2017-06-21 04:13:27.603,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4145,4723595,2017-06-21 09:13:27.967,CA,AB,Cochrane,51.1815,-114.468,2.5605656632168237,POI1
4146,4723608,2017-06-21 05:13:27.507,CA,AB,Calgary,51.063,-113.889,2.5156990711619303,POI1
4147,4723660,2017-06-21 06:13:29.033,CA,AB,Calgary,51.1467,-114.3133,2.5381700826471403,POI1
4148,4723673,2017-06-21 13:13:31.043,CA,ON,Kingston,44.2647,-76.5504,3.2382666073714477,POI3
4149,4723704,2017-06-21 15:13:31.100,CA,ON,Kingston,44.2647,-76.5504,3.2382666073714477,POI3
4150,4723757,2017-06-21 02:13:34.040,CA,AB,Edmonton,53.4501,-113.461,0.09919999619456356,POI1
4151,4723794,2017-06-21 05:13:35.080,CA,QC,Kirkland,45.46,-73.85,0.2905864797560221,POI3
4152,4723862,2017-06-21 13:13:30.923,CA,AB,Sherwood Park,53.52279,-113.33155,0.1559461124395372,POI1
4153,4723943,2017-06-21 18:13:31.223,CA,ON,Stittsville,45.2516,-75.9211,2.3705059853577635,POI3
4154,4724006,2017-06-21 02:13:34.063,CA,ON,Markham,43.8436,-79.2741,5.949614520842258,POI3
4155,4724030,2017-06-21 02:13:35.340,CA,AB,Edmonton,53.60754,-113.48721,0.06139074608603087,POI1
4156,4724105,2017-06-21 19:13:32.363,CA,AB,Okotoks,50.7362,-113.9695,2.851305680533925,POI1
4157,4724203,2017-06-21 17:13:34.110,CA,ON,Mississauga,43.5355,-79.6915,6.4394226939390355,POI3
4158,4724298,2017-06-21 07:13:35.423,CA,AB,Edmonton,53.60754,-113.48721,0.06139074608603087,POI1
4159,4724344,2017-06-21 22:13:34.870,CA,ON,Etobicoke,43.7586,-79.5928,6.27935507906799,POI3
4160,4724431,2017-06-21 10:13:34.050,CA,AB,Saint Albert,53.6334,-113.6353,0.17314613667361306,POI1
4161,4724450,2017-06-21 19:13:39.583,CA,ON,Toronto,43.672,-79.3791,6.100244258996269,POI3
4162,4724499,2017-06-21 10:13:40.617,CA,AB,Calgary,51.0829,-114.095,2.5374966742924014,POI1
4163,4724501,2017-06-21 13:13:40.843,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
4164,4724513,2017-06-21 05:13:40.990,CA,QC,Montréal,45.502,-73.562,0.020037220790314322,POI3
4165,4724539,2017-06-21 13:13:37.050,CA,AB,Edmonton,53.501259999999995,-113.61583999999999,0.13763796672792197,POI1
4166,4724581,2017-06-21 00:13:40.560,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
4167,4724596,2017-06-21 22:13:40.610,CA,ON,Scarborough,43.8315,-79.2599,5.939424209468206,POI3
4168,4724641,2017-06-21 20:13:40.710,CA,AB,Calgary,51.1507,-114.128,2.4800741446265286,POI1
4169,4724679,2017-06-21 10:13:40.530,CA,AB,Calgary,51.16041,-114.057,2.4531981790725794,POI1
4171,4724774,2017-06-21 12:13:40.880,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
4173,4724834,2017-06-21 11:13:39.393,CA,AB,Edmonton,53.4635,-113.3785,0.13539927490574413,POI1
4174,4724909,2017-06-21 05:13:40.423,CA,AB,Taber,49.77722,-112.14281000000001,4.001050656838154,POI1
4175,4724922,2017-06-21 13:13:40.467,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
4176,4725002,2017-06-21 07:13:40.603,CA,AB,Calgary,51.1581,-113.938,2.4305161038851453,POI1
4177,4725080,2017-06-21 17:13:41.250,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
4178,4725113,2017-06-21 18:13:40.610,CA,AB,Calgary,51.0829,-114.095,2.5374966742924014,POI1
4179,4725148,2017-06-21 17:13:40.750,CA,AB,Calgary,51.0081,-114.073,2.6051229244020346,POI1
4180,4725152,2017-06-21 10:13:41.627,CA,AB,Calgary,51.01968,-114.20034,2.625604367837051,POI1
4181,4725203,2017-06-21 00:13:42.983,CA,ON,Sandwich South,42.3085,-82.8984,9.870027344238562,POI3
4182,4725242,2017-06-21 12:13:43.133,CA,AB,Calgary,51.0494,-113.9564,2.540742398560905,POI1
4183,4725269,2017-06-21 07:13:46.127,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
4184,4725336,2017-06-21 21:13:46.340,CA,AB,Calgary,51.08204,-113.96271999999999,2.5098680276709784,POI1
4185,4725374,2017-06-21 06:13:46.600,CA,AB,Calgary,51.0381,-114.118,2.5865344326424506,POI1
4186,4725440,2017-06-21 08:13:42.270,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
4187,4725473,2017-06-21 02:13:42.543,CA,QC,Hampstead,45.482,-73.6374,0.08163939623123107,POI3
4188,4725495,2017-06-21 05:13:43.027,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4189,4725566,2017-06-21 17:13:46.157,CA,AB,Strathmore,51.06087,-113.38954,2.4871579089082814,POI1
4190,4725605,2017-06-21 05:13:46.273,CA,ON,London,42.99283,-81.24846,8.087932200290561,POI3
4191,4725676,2017-06-21 20:13:41.940,CA,AB,Edmonton,53.44217,-113.4452,0.11161711860195131,POI1
4193,4725750,2017-06-21 12:13:44.167,CA,BC,Richmond,49.165420000000005,-123.12659,10.589478206726936,POI1
4196,4725934,2017-06-21 11:13:46.343,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
4197,4726009,2017-06-21 18:13:46.500,CA,AB,Calgary,50.9093,-114.1028,2.708105984640373,POI1
4198,4726068,2017-06-21 16:13:47.310,CA,AB,Edmonton,53.55,-113.5,0.01477195467768982,POI1
4199,4726110,2017-06-21 09:13:42.640,CA,ON,Saint Catharines,43.1941,-79.2525,6.144379589870484,POI3
4201,4726241,2017-06-21 18:13:43.240,CA,QC,Sherbrooke,45.4134,-71.8776,1.691889216295497,POI3
4202,4726306,2017-06-21 18:13:46.043,CA,ON,Guelph,43.501,-80.239,6.9721983801536425,POI3
4204,4726407,2017-06-21 20:13:46.100,CA,AB,Calgary,51.1563,-114.0572,2.4572418820386805,POI1
4206,4726542,2017-06-21 19:13:46.240,CA,ON,London,42.9529,-81.3239,8.172087169555702,POI3
4208,4726656,2017-06-21 21:13:46.660,CA,AB,Calgary,51.031040000000004,-113.96826000000001,2.560994956419283,POI1
4211,4726779,2017-06-21 05:13:46.133,CA,AB,Calgary,51.0799,-114.081,2.537087804165438,POI1
4213,4726896,2017-06-21 22:13:46.163,CA,AB,Calgary,51.09446,-114.06884,2.5200952007979804,POI1
4214,4726939,2017-06-21 05:13:46.227,CA,ON,Oshawa,43.88981,-78.83544,5.51630113661474,POI3
4215,4726977,2017-06-21 19:13:46.270,CA,ON,Mississauga,43.5771,-79.6306,6.368694928446252,POI3
4216,4727049,2017-06-21 20:13:47.343,CA,QC,Pierrefonds,45.5034,-73.7574,0.1922422165316504,POI3
4217,4727133,2017-06-21 16:13:47.670,CA,ON,Thornhill,43.8137,-79.4538,6.130491635686083,POI3
4218,4727198,2017-06-21 22:13:47.810,CA,ON,Kitchener,43.4381,-80.5099,7.249724615267606,POI3
4219,4727239,2017-06-21 19:13:48.350,CA,QC,Montréal,45.5308,-73.5556,0.013884056215675821,POI3
4220,4727291,2017-06-21 16:13:47.340,CA,AB,Calgary,51.0378,-114.065,2.5743842186909522,POI1
4221,4727310,2017-06-21 06:13:47.603,CA,ON,North York,43.7677,-79.4126,6.103991961070803,POI3
4222,4727405,2017-06-21 18:13:49.197,CA,QC,Matane,48.82394,-67.50175,5.583738272030753,POI4
4223,4727463,2017-06-21 09:13:49.400,CA,ON,Toronto,43.7537,-79.2659,5.967759995544143,POI3
4224,4727516,2017-06-21 12:13:49.430,CA,AB,Calgary,51.0905,-114.182,2.552466798539213,POI1
4225,4727606,2017-06-21 20:13:49.453,CA,ON,Bolton,43.871,-79.725,6.37632821177023,POI3
4226,4727690,2017-06-21 11:13:49.483,CA,AB,Edmonton,53.5178,-113.552,0.07208237957365177,POI1
4227,4727745,2017-06-21 10:13:49.520,CA,AB,Calgary,51.0419,-114.061,2.569491034824801,POI1
4228,4727779,2017-06-21 14:13:49.753,CA,NS,Halifax,44.6701,-63.6036,0.6672860492629789,POI4
4229,4727857,2017-06-21 11:13:50.350,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
4231,4727940,2017-06-21 06:13:47.487,CA,QC,Montréal,45.5312,-73.7097,0.1439944339792334,POI3
4232,4728017,2017-06-21 20:13:48.880,CA,AB,Calgary,51.1467,-114.3133,2.5381700826471403,POI1
4233,4728101,2017-06-21 04:13:49.303,CA,AB,Edmonton,53.57741,-113.54728,0.06902199044506672,POI1
4235,4728216,2017-06-21 22:13:49.400,CA,AB,Calgary,51.05101,-114.07451,2.5636820459692395,POI1
4237,4728254,2017-06-21 22:13:49.570,CA,AB,Edmonton,53.51351,-113.62898999999999,0.14693114436699473,POI1
4239,4728323,2017-06-21 03:13:49.667,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
4240,4728383,2017-06-21 16:13:50.527,CA,ON,Thunder Bay,48.4284,-89.2509,15.951948244080318,POI3
4241,4728425,2017-06-21 12:13:48.890,CA,AB,Calgary,51.1188,-113.9471,2.4708235749735383,POI1
4242,4728429,2017-06-21 07:13:49.317,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
4243,4728514,2017-06-21 06:13:49.333,CA,ON,Thunder Bay,48.4084,-89.255,15.952348251433609,POI3
4244,4728607,2017-06-21 07:13:49.370,CA,ON,Barrie,44.3303,-79.7268,6.274904438190034,POI3
4245,4728677,2017-06-21 13:13:49.387,CA,ON,Mississauga,43.56578,-79.63403000000001,6.3754248585358715,POI3
4246,4728763,2017-06-21 16:13:49.417,CA,NL,Corner Brook,48.9516,-57.9553,6.460655654261498,POI4
4247,4728850,2017-06-21 16:13:49.450,CA,ON,Kitchener,43.4381,-80.5099,7.249724615267606,POI3
4248,4728936,2017-06-21 16:13:49.537,CA,NL,St. John's,47.6165,-52.7013,10.799587129651812,POI4
4249,4728978,2017-06-21 00:13:49.660,CA,NS,Halifax,44.6386,-63.8687,0.8649420360584799,POI4
4250,4728994,2017-06-21 21:13:49.973,CA,ON,Saint Catharines,43.1941,-79.2525,6.144379589870484,POI3
4251,4729044,2017-06-21 16:13:51.180,CA,AB,Calgary,51.1387,-114.2015,2.5116166751407354,POI1
4252,4729070,2017-06-21 09:13:52.303,CA,AB,Vegreville,53.49746,-112.05241000000001,1.4341513381875002,POI1
4253,4729115,2017-06-21 12:13:47.970,CA,AB,Calgary,50.93674,-114.01066000000002,2.6617018191008976,POI1
4254,4729159,2017-06-21 08:13:49.190,CA,QC,Saint-Hubert,45.49865,-73.42220999999999,0.14563825403032588,POI3
4255,4729234,2017-06-21 13:13:49.240,CA,QC,Québec,46.7933,-71.2453,2.6463006285033086,POI3
4256,4729240,2017-06-21 01:13:49.400,CA,ON,Toronto,43.6498,-79.3907,6.118054781563904,POI3
4257,4729267,2017-06-21 10:13:49.413,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
4258,4729336,2017-06-21 14:13:49.443,CA,ON,Etobicoke,43.6068,-79.5063,6.241269827159932,POI3
4259,4729346,2017-06-21 03:13:49.507,CA,ON,Brampton,43.6971,-79.7944,6.490113532844935,POI3
4260,4729415,2017-06-21 06:13:49.560,CA,AB,Calgary,51.0419,-114.061,2.569491034824801,POI1
4261,4729484,2017-06-21 15:13:49.650,CA,NB,Fredericton,45.9527,-66.6558,3.499601378434544,POI4
4262,4729508,2017-06-21 07:13:49.773,CA,AB,Calgary,51.0342,-114.125,2.5920338014472377,POI1
4263,4729566,2017-06-21 05:13:51.807,CA,AB,Edmonton,53.519119999999994,-113.58103,0.09905992037650115,POI1
4264,4729584,2017-06-21 17:13:49.417,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
4265,4729633,2017-06-21 01:13:49.457,CA,ON,Mississauga,43.5924,-79.6953,6.425725548030903,POI3
